visit_id,variation,completed
25180381_93132408114_818749,Control,0
639820066_71619879551_406260,Control,0
611433477_88620252995_1695,Control,0
833908596_19049113073_872631,Test,1
564346344_77914418197_929917,Test,1
868350833_43057777580_279974,Test,0
398656251_21472459915_569978,Test,0
344252262_33512081489_703079,Control,1
867368107_41140631071_915534,Test,1
166135030_56601753886_791125,Control,1
464882302_56964550698_368243,Test,1
326418873_13780369541_147860,Test,0
947704299_77622685312_136488,Test,0
932555981_58526741588_950558,Control,0
415435795_81431334008_878220,Test,1
84265790_47317600501_454047,Test,1
239641675_30982369136_883742,Test,0
687901842_51773205721_753840,Test,0
665078622_54927157870_762954,Test,1
242417431_64092724470_141277,Test,0
675117295_95887331802_809870,Control,1
10485582_53453454481_438325,Control,0
847598655_25143129084_497025,Control,0
670892089_77958071690_479853,Control,0
447486741_34801650337_33402,Control,1
198788737_63954416585_280526,Test,0
750607955_53712019790_773332,Test,1
571685011_32584646006_208601,Control,0
353453162_83541630392_312536,Control,1
767259065_40558138348_62834,Control,0
956158817_88246634823_764045,Control,0
4689876_92824270692_661331,Control,0
158868325_48769608071_943677,Control,0
32020243_55469601635_963594,Control,1
411422684_75982723310_221808,Control,0
883103642_36679975169_459671,Control,1
293599380_50013829703_119441,Control,0
366341967_48006626336_651867,Test,0
674076762_92393693609_692297,Test,1
905833659_50173123785_537161,Test,0
415318890_86815280754_56982,Test,0
390443893_82608504306_269,Test,1
259140217_91453662681_848121,Test,0
364622358_77987301747_551172,Test,1
679512309_53716886154_123221,Test,1
320041032_40781367115_412494,Control,1
482719144_2156937534_424365,Control,0
818593105_27050294167_373833,Test,0
91900434_42365715546_890277,Test,1
448653571_57490371631_710039,Control,0
236799527_14894743051_214969,Test,0
475786107_20892808880_161752,Test,0
464875901_23280833037_47964,Test,1
616010156_74634731055_115199,Test,1
843163956_77500926988_470753,Test,0
745531469_29892400905_68216,Control,1
125738635_54324995248_426539,Control,0
804322805_22434653314_799906,Control,1
383762948_41114023009_751955,Test,1
49954126_75303968649_275517,Control,0
957115212_87500543057_935434,Test,0
345987823_91807204653_389515,Test,1
631940397_73011577177_262709,Test,0
885847064_1118424559_306031,Test,1
482002967_37141468114_626681,Control,1
405492068_19654047652_205046,Test,0
597045235_72686584383_673432,Test,1
160426812_15554346926_63207,Test,0
190149662_27133383620_358248,Control,1
423647164_77415953438_432334,Test,0
283276775_91976880401_332395,Control,1
364928209_29389365650_689201,Control,1
407425819_96032420747_134542,Control,1
239022879_91191178923_200863,Test,0
940291322_75056040466_309387,Control,1
660908201_62069169483_773921,Test,1
957217307_87163036903_61647,Test,1
741951834_24951924920_543376,Control,0
689679283_17934444724_749578,Test,1
384222739_34924954576_467376,Control,1
984107631_3134442523_756483,Control,1
44002882_91737767219_944357,Control,0
585375182_7682660415_482648,Control,0
737201168_21655872721_29871,Control,0
874902865_7896982996_275766,Control,0
350890342_27347294113_447463,Test,1
50537501_11478756856_509628,Test,0
683728172_55876247982_334288,Control,1
990398403_43072107061_320972,Test,1
261785058_94700902263_658625,Test,1
25602435_84415570757_170448,Control,1
989590814_76316179325_140264,Test,1
418662734_95787168961_807483,Control,1
239280709_13726365039_958017,Control,1
658612841_21816628634_16189,Control,0
975082012_70211686700_403135,Control,1
37685653_20454386064_452609,Test,0
340665929_46075122520_907098,Test,0
621058726_33404142851_570225,Control,1
239585217_55254400269_166078,Control,0
248621476_59561942138_350877,Control,1
609291044_79239489610_551418,Control,0
75891742_31270661863_264667,Control,1
328902109_10542452312_638520,Control,0
180072367_40818232703_195192,Test,0
820495876_46761830053_358209,Test,0
846021062_24210580206_837219,Test,0
325750464_24700348740_31637,Control,1
920816768_45325540393_994344,Test,1
681371595_28713016421_385664,Test,0
175576943_13565209191_668881,Test,1
310004037_73277110387_765036,Control,0
601310914_51237617759_949279,Control,0
55778916_74097389093_361584,Test,1
864345197_1450211282_129907,Test,0
157316429_76689550548_345431,Test,1
654546513_68855253075_750507,Control,0
902160093_14667184975_360396,Test,0
733036920_51069421113_178265,Test,1
513176942_40542868811_723050,Test,1
941441607_69963332130_677452,Control,0
669611688_84119847496_592485,Control,0
695341528_89872447813_51847,Control,1
402335438_33091153459_919760,Test,0
658723875_96790088354_841560,Test,0
139049727_25026938467_55438,Test,1
265541105_78315359793_160138,Control,1
790591818_43309551810_336929,Control,1
306230288_46480762695_840258,Test,0
383747824_58197848209_800865,Control,1
561635643_54494452831_751301,Test,0
691739677_16292456093_504523,Test,1
912858866_74397150697_408971,Test,1
739565044_95317523046_329477,Test,1
986993128_34948107329_475278,Test,0
509884779_78587893067_631640,Test,1
939644198_53926148404_328947,Control,1
874320060_52950406518_930778,Test,1
553412097_74038761788_633653,Control,0
861403562_98001884605_385471,Control,0
740999771_91266785446_442586,Test,1
926762161_85719270659_876020,Control,1
744082942_26426603117_424785,Control,0
459502162_19339244854_11350,Control,1
246215842_9074051752_228884,Test,1
102080539_2157046535_369903,Control,0
46354625_6866845095_797033,Control,1
552118458_33704352237_187753,Control,0
376756421_69390994420_771775,Test,1
981631862_62657476949_157649,Control,0
476331759_63352601582_344367,Control,1
694928698_71199514365_156527,Control,0
313047302_15612390765_306265,Control,0
146634068_94599325128_604707,Control,0
108554619_78952596421_643514,Control,1
851771939_6619958582_210470,Test,0
246936654_68581523702_124955,Test,1
830172124_66181366_341158,Control,0
502446591_13598288348_940227,Test,1
78742955_17434934914_285989,Control,0
678515458_13731596202_97323,Control,1
830479570_78758453021_729895,Test,1
29981600_19288206602_987850,Test,0
373819077_64173151331_392574,Test,0
619771542_56938353365_291963,Test,1
361974532_49680420355_817916,Control,1
477896991_84439196605_17041,Control,1
57796722_45061066630_831530,Control,0
271286960_1902474861_121833,Control,1
228421486_52342986849_643082,Control,0
172059116_52042613210_150663,Control,1
687659992_58975929904_760726,Control,0
692256796_7162104492_976652,Test,1
996455559_57089660195_113839,Test,0
560551562_40056056272_84119,Control,0
58214906_46627582228_170436,Control,1
847476897_96476112042_139546,Test,1
244543669_26567476154_144019,Control,0
157644735_85019590866_71104,Control,1
171150936_64119337035_390158,Test,1
695585511_96124857685_147015,Control,1
23871115_99756425901_597067,Control,1
901735908_31549740354_77384,Test,1
96007954_84231173650_967869,Control,0
627657108_65574512194_106685,Control,1
63743228_69955556699_606511,Control,1
324641571_34040288506_904489,Control,1
262907913_27077742187_571659,Control,0
200285426_74603646031_664267,Control,0
394343097_15984198276_308601,Test,0
773889620_96040486882_45540,Test,1
964652754_99672622431_783372,Test,1
718878524_8977601564_26143,Test,0
557459334_73229086680_608556,Test,0
435576867_83284657703_374077,Control,0
598620766_4563015221_186966,Control,0
643291116_32993331199_193496,Control,1
478726509_61880519841_813627,Control,1
63109601_63928890469_22723,Test,0
327442728_8911658620_326140,Control,0
770577932_70335890073_637773,Test,1
395059065_34942947849_693076,Test,1
671838031_68169517617_649235,Test,0
147591449_54016116667_691422,Test,0
240312395_16774224353_133852,Control,0
976038938_88867967637_501737,Test,0
903150148_19051467053_768363,Test,0
881182158_49548496348_288829,Control,1
239221999_21034789326_773760,Control,1
907945496_77999066199_370912,Test,1
390921340_8532622455_105673,Test,0
943876688_4821619760_831142,Test,0
414959921_20289229877_335490,Test,0
870686737_8909442206_888076,Test,1
988955320_98458203386_619514,Test,1
613169281_31102602548_910905,Test,0
117791864_6678607941_568700,Control,1
366909547_31519971347_484409,Test,0
537012427_27344097488_219813,Control,1
651883218_47113125632_853258,Control,1
252117967_68299161774_848834,Test,1
792080364_32776098947_244032,Control,1
853566071_1282592557_218712,Control,0
693689046_82387991322_323937,Test,1
323810429_14051487074_167859,Control,0
969848778_48422061834_225885,Control,1
175723497_63179581794_715387,Control,1
43809744_77544628881_336914,Control,0
11548017_18603516191_99280,Test,1
485186979_5345847743_875209,Test,0
511730040_41676942422_785558,Control,1
721691176_2109814394_218952,Test,0
763391812_36050776784_477318,Test,0
437260172_52184063101_292018,Test,0
174383865_52613781401_609946,Control,1
433651077_6810854294_458004,Control,1
492253122_42835193367_172450,Control,0
833865271_45238310072_576714,Control,0
957354366_50810098362_180711,Test,0
145081546_66431643072_538793,Control,0
670419967_83400469174_922056,Control,0
810890417_54390286418_764122,Control,0
246104364_82703773988_922162,Control,0
290571049_73523133920_926996,Control,1
731811422_41835886515_200705,Test,1
606336044_72242683316_805114,Test,1
977490305_71921767199_134516,Test,0
955385889_8703888314_855695,Control,0
980532614_55608283772_281514,Test,1
594125118_65216270766_394984,Test,1
348853431_22946453692_731764,Control,1
609596865_81476637203_234750,Control,1
255966980_13822901288_964409,Control,0
194663108_13194542905_264256,Control,1
701926986_42855851684_197456,Test,0
634631042_68603981172_308188,Control,1
999433914_18701060972_619485,Control,0
57186888_84606854153_53019,Control,1
70779911_3189132018_241187,Test,0
176204242_68437712623_881930,Control,1
224069409_59393194314_974774,Test,0
580115962_91670146323_499272,Control,1
190081774_97464620181_882725,Control,0
613595170_57832254616_192621,Control,0
492118693_1850326867_871633,Test,0
842986278_40671759738_652440,Test,0
368242653_13691815441_813280,Control,1
829475300_85347106982_369404,Test,0
456730531_27900231859_302752,Test,0
897976199_18134541831_449068,Test,0
331893667_91678849477_606748,Test,0
225272603_35986351314_562247,Test,1
160745518_49893394379_733530,Test,0
400105221_68387063134_379303,Test,1
489336745_37388838310_637868,Test,0
365624637_53847312834_989078,Test,0
393525976_74841658587_854157,Test,0
376935114_95778883706_597381,Test,1
928812910_57898280744_214676,Test,0
71867219_62322943051_170684,Test,0
947939787_62953954231_610654,Test,0
808423716_45860666731_553858,Test,0
646643597_84069218338_84083,Test,0
428377995_37365271110_679987,Control,1
929786474_20868019236_354395,Test,0
831015734_74067023632_238184,Control,1
827135292_60113834425_591563,Control,0
425783148_77775781901_714788,Test,1
366138028_14649771974_858410,Control,1
587343899_62794643046_941138,Test,1
269957348_29112889763_19932,Control,0
566228880_73808718749_500587,Control,0
607457333_60766685291_207695,Test,1
185637571_23966508651_159669,Test,0
931479594_58343168632_379507,Test,0
115948101_84678642128_563482,Control,0
700444496_77224823611_21466,Control,0
540597447_78145262571_544524,Control,1
459632446_66582506234_423209,Control,1
299348870_84131132934_417098,Control,1
706705899_77394275762_750208,Test,0
981580190_77224693340_878913,Test,0
707888664_93571832683_802311,Control,1
387493838_95049577369_295958,Test,0
786035907_59449635866_913235,Test,1
385905499_14918992004_508308,Test,0
667829608_62057661024_850667,Test,1
663375350_22319529966_621138,Test,1
1463874_24076730158_479154,Control,0
665703087_82165360354_109602,Control,1
451133871_65018805473_172283,Test,0
290640144_87455455354_960349,Test,0
592719094_1539144913_589847,Control,0
193930215_25680217418_9547,Test,1
528595712_52779937776_593783,Test,1
949266234_27243436092_367131,Control,0
763921877_87765506343_933614,Control,0
460397862_83731320724_336745,Control,0
215150252_48341212547_249326,Control,0
116994582_6023511216_835344,Control,0
228883270_27621551983_651603,Control,0
743187373_96519507452_853638,Test,0
495110972_31850330565_455969,Test,1
264987298_64536359861_743737,Test,1
804655596_18904231927_819871,Test,0
383648393_91795720553_854159,Control,1
651027591_7020730531_737475,Test,1
619974377_8078676356_514963,Control,0
177452327_80260490134_241495,Control,0
890585563_30130120511_667066,Control,0
795132148_26065671611_941743,Test,1
431008185_93069770572_152261,Test,1
40365642_54565852476_869381,Control,1
942817536_57853114458_704224,Test,0
575628302_96697726706_429876,Test,1
409348552_2640207934_247247,Test,0
310961527_69210634806_856189,Test,0
172183977_98573167607_926355,Control,1
237822174_53648411421_128567,Control,0
205192167_73320964458_461154,Control,1
161044798_71629986876_825687,Test,1
872704224_38943411417_267437,Control,1
567156226_99988779315_190208,Test,0
759961094_71272738093_965421,Control,1
97041131_84843186177_20454,Test,0
186093094_1817337693_775566,Test,1
634427447_65001643460_691003,Test,0
73462141_53164838643_107125,Control,1
358217429_35374379977_865030,Test,1
820201732_87719730540_155771,Test,0
707991199_93966241779_845088,Control,0
515112903_99324351007_635731,Control,0
103510306_94152799763_79978,Control,0
909775218_80989732514_880524,Control,0
459556871_7544071150_114713,Control,0
708886525_75032667154_867699,Control,0
621797133_49272768882_171732,Test,0
482876522_63882518474_216344,Test,1
666538499_33512406615_868451,Test,0
796301979_50162746894_636574,Test,0
118808339_78503249872_587863,Control,1
945696659_59561161046_201924,Test,1
676647399_42914136867_66961,Test,0
403059801_43448695619_76361,Control,0
656324630_24039509604_546794,Control,0
874977766_89795734864_186532,Test,1
426193264_98028906842_841058,Control,1
784065271_45379483290_309335,Control,0
161805328_15126730737_339766,Control,1
607842132_14171990740_126023,Test,0
182837564_97540101296_964687,Control,0
900338247_49173508034_242865,Test,1
203830479_23875467139_732625,Test,1
878195408_26599558925_169869,Test,0
839581933_97332193805_662981,Test,1
211095512_75360565241_481870,Control,1
775458466_93230759916_566251,Test,1
482568612_88937849668_156016,Control,1
992141120_39660157684_152039,Test,1
448091381_33868191570_322888,Control,1
157160056_63369308165_155602,Test,1
738266225_77412973808_449777,Test,1
734666560_97597142375_48981,Control,0
741801104_9299261951_354452,Test,0
296682193_51872285224_361233,Test,0
132496573_52302959624_645064,Control,1
569320836_93965432386_330032,Test,1
730910064_57601345972_517277,Test,0
262174529_34043991231_552434,Control,0
866898264_85352498932_531889,Test,0
357076683_39188151041_136812,Control,1
250091202_4589493437_792532,Control,0
245526049_34408143468_24067,Control,1
334887819_61429214656_878386,Test,1
431626199_1236744777_60924,Test,0
808710654_77648348552_365749,Test,1
596678451_72529180246_784557,Control,0
912636040_23030264725_247170,Control,1
724161788_85131726416_885094,Test,1
96515657_74622891655_809770,Control,0
21858521_64651852059_115341,Control,0
222472493_57164103296_698077,Control,1
51908269_88644117709_629959,Control,0
495900304_34204302442_84437,Control,0
977693071_14215699165_718081,Test,1
752187745_27373231581_812601,Control,0
104629663_11646004013_508037,Control,1
401933172_49470921941_732458,Control,0
615330179_28296985175_807151,Control,1
572540758_78707106098_480074,Control,1
208289027_13002224164_45615,Test,1
181213315_80176199427_920025,Control,0
450557148_29873864848_313336,Test,1
944460829_34942721451_558111,Control,0
891434708_56366017550_489101,Control,0
399316969_52913347399_833272,Control,0
282718150_66971614193_581968,Control,0
418512183_2410204431_755963,Control,0
700608758_33229530293_181770,Control,0
699981922_52880598802_858635,Test,0
448452610_76147168193_961371,Test,0
389686578_38111840428_358975,Control,0
304742183_40092474502_197061,Control,1
72632843_7038833389_249607,Test,1
498253816_54348593100_618066,Test,1
188021835_72300342282_45939,Test,1
384376787_11051048686_35534,Test,1
404454975_47744328959_33558,Control,0
836687725_1061513589_683310,Control,1
117957808_9299411519_344313,Test,1
31385748_72905757390_925646,Test,1
973576746_22512681965_774683,Control,0
435359249_65637627400_774537,Test,0
692916380_55239195192_923137,Test,0
283669971_94307930276_797816,Test,1
372511449_35699008728_240931,Test,0
605289002_21317013720_196350,Test,0
999124587_37352612085_263435,Control,1
433640751_30667594967_980793,Test,1
182310636_12052988996_361634,Test,1
395969340_55315426522_548817,Control,1
996776391_96051273528_844871,Control,0
274172921_46600671015_682787,Test,0
413068388_65482062906_117691,Control,1
132185495_32599590432_754305,Test,1
389700503_87973761172_745788,Test,0
19251090_32904773901_718297,Test,1
785613310_72770205670_928205,Control,1
572095706_5956117383_510613,Control,0
989978396_98713520182_162252,Test,0
512835943_60104495300_414684,Control,0
385636529_47077046825_423137,Test,1
530493841_74318222139_784494,Control,1
546020917_7270678956_742039,Control,0
940510534_39164623809_900145,Test,1
509955059_99646937641_488320,Test,0
342374913_10714023725_970986,Test,0
949078257_2406147656_318952,Control,0
149350184_68784826351_862910,Control,1
29811882_39215250540_769675,Test,0
935307654_37773453647_945386,Test,0
445081482_56135181527_714494,Test,1
903281230_41309405731_450546,Test,0
463721216_76248583609_765286,Test,1
659312129_21864335731_679463,Test,0
164645118_21045999499_492058,Test,1
407154851_21295311078_606634,Test,0
715764561_30913460218_314517,Test,1
11226658_85296798861_496994,Control,1
762664135_65790515686_79329,Test,1
102444768_32769766838_982610,Control,1
776312642_84089724424_730139,Test,1
111216441_53690446399_80660,Test,1
738600034_62027738449_96167,Control,0
281669420_72337059647_439159,Test,0
70607867_54597669744_815864,Test,1
262690010_38460490147_692133,Control,1
986106880_57414669575_559125,Test,0
426799036_56435600091_830162,Control,0
309934611_97294249575_283437,Test,1
777111030_50497123196_655776,Test,1
877585022_29473094465_718077,Control,1
907699099_9125127954_514284,Test,0
882973147_29146750234_694063,Test,1
675581452_88209285917_90659,Control,0
330576825_24972541270_520371,Control,1
852639960_9250937661_470627,Test,1
663095756_38651105597_411652,Test,1
500263532_94645662761_693935,Control,0
778065780_39380060255_168268,Control,0
698953486_43652277036_35746,Control,1
107585938_33022911569_746668,Test,1
308214440_14743558200_560023,Control,1
173088056_74642020359_201823,Control,0
183331078_61808612993_297917,Control,1
864958970_91330064757_628615,Test,1
945945967_24508075284_688786,Test,0
948590546_79524355841_146863,Test,1
450545110_74454355665_984365,Test,1
329141592_89999314217_138933,Control,0
624312587_59674245651_676913,Control,0
87152216_17016058165_147863,Control,1
441584117_44751965880_704784,Control,0
209347736_75236658334_122730,Control,1
317267439_92247316183_558406,Test,1
911827417_81404970240_79739,Test,0
664810053_22976334685_809617,Control,0
853892429_55844638253_620631,Control,0
655624885_44786150401_620996,Control,1
606890180_45371984281_578493,Test,1
13864058_15347955989_228409,Control,1
704969707_31274359444_305108,Test,1
936339959_60672683862_417061,Test,0
464907153_67397733312_312080,Test,1
550707522_14560359081_826604,Test,0
330711244_2368862345_748836,Test,1
853429062_61366786372_751673,Control,1
860179353_8782795138_363293,Control,0
348410800_52835722775_518513,Control,0
759808168_11439746771_339038,Test,1
75432200_81464699050_578911,Test,0
517382768_92065145699_139463,Test,1
871163199_14754943492_254683,Control,1
22481934_46049235352_308242,Control,1
242136015_35145623837_614676,Control,0
502722708_73049696551_927325,Control,0
685159431_28510191533_699439,Test,0
292855128_34638629611_227426,Test,0
524520313_17204271903_855977,Test,1
521663470_96715953362_783888,Control,0
182055425_88226378713_978704,Control,0
670915262_30301332568_838974,Control,0
961127017_51193767540_766059,Control,1
745347208_85818284510_753844,Control,1
823427108_69004175186_954101,Test,1
221416787_2250093438_835685,Test,1
176152514_98065681128_636247,Test,0
771637079_54620258894_106465,Test,1
171192985_66332491473_821232,Test,0
808810718_5983585866_227462,Test,1
276014761_86082910095_737216,Control,0
829155790_4105037093_407771,Control,1
745536246_61730583342_45976,Control,0
984051940_34958605097_945680,Test,1
938195821_26911591557_542504,Control,1
288664387_6129820901_367291,Control,1
841537054_29692081279_665700,Test,0
506367185_94843161842_183585,Control,0
218496278_62473425635_708677,Control,1
813431387_30425084251_726043,Control,0
385213761_7682320267_985392,Test,1
447299271_16035505721_484438,Test,0
614432393_95327225375_478762,Control,0
309160870_2514968854_288847,Control,0
71954691_44810191073_495385,Test,0
248446373_95962019756_645805,Control,1
432465651_5453376398_282839,Test,0
91322149_77475308212_188614,Test,1
898664451_45700590788_324528,Control,1
781017902_10151860570_87308,Test,1
325275466_94047777153_385671,Control,0
635227161_3994106534_840550,Control,0
59495457_57213236987_516768,Control,0
59123095_7042697946_378906,Test,0
856121740_55768491134_408051,Test,0
20870040_34728795514_91442,Test,1
802386643_69602610757_22374,Test,0
229151679_51331029328_383632,Test,0
963066806_35589072646_875651,Control,1
53704608_67789755434_9490,Control,1
527748119_87360860225_678810,Test,1
404771454_67421318868_627683,Test,0
525536541_36051145460_293583,Test,0
946288462_66712955771_410181,Test,0
574340330_77813422503_939675,Test,0
327376817_88462040818_274628,Control,1
224045805_81581932419_726835,Control,0
468240417_8925581798_176612,Control,1
579958779_68216685665_642666,Test,0
353639525_72381086507_162287,Test,0
934505100_42556184457_185832,Test,1
693062092_78475239547_163271,Test,0
969693850_61855917822_278397,Test,0
282430645_45153961639_13892,Control,1
530693646_10302887065_147192,Test,1
59352335_32832058497_123809,Control,0
851211621_28837897452_702773,Control,0
579394869_64443868812_42461,Control,1
170918776_72108552829_922038,Test,1
952272788_94156367542_289924,Test,1
688612304_62020165600_986887,Control,0
740229211_73199884830_260687,Control,1
887810359_16565305551_904573,Test,1
423761760_10469167939_101154,Test,1
757098376_93724137975_18662,Test,1
906764553_2948859624_412459,Test,0
140788182_80776176614_743518,Test,0
441211102_74986186406_427484,Test,0
82312740_76954013290_792950,Control,0
324489486_95594378570_511773,Test,0
937563787_28906008871_284250,Test,0
452400098_91589381081_693805,Test,1
318537014_80360360994_407277,Control,0
180492703_80021197769_346005,Control,0
848942864_46277704655_294901,Test,1
290433486_80176619742_133263,Test,0
639307725_5651249740_172664,Test,1
935991551_73439424356_739307,Test,0
440168958_92806975336_425514,Test,0
851536496_70071777207_934065,Test,1
442019809_53680899340_458805,Test,0
405822884_22548871218_84941,Test,0
764484285_94326144475_802817,Test,0
945455679_96107078005_573780,Test,0
843948836_37083009286_2784,Control,1
807687437_71106201916_739172,Test,0
256615874_82813030660_559183,Test,0
770505736_11493237436_169592,Control,0
578274646_61176004281_235453,Control,1
980879717_71424507114_928856,Test,0
112987526_91376029889_588324,Control,0
269247694_13394767974_589099,Control,0
429512922_34885186521_391619,Test,1
309452722_11608065308_260265,Test,0
448719762_55864557922_894911,Control,1
203117863_71177229300_985675,Control,1
380125174_43336303344_567191,Test,1
375098386_83131894419_677305,Test,1
361794928_98759257606_766195,Test,1
125993048_88029948123_793334,Test,0
367622629_76966774545_42674,Test,0
589239429_75211290006_378287,Control,0
921539694_7385713569_505267,Control,1
638650230_59026730319_59210,Test,0
859913839_69038070203_767875,Test,0
417647631_19912708794_970784,Control,0
154104753_15419425664_285268,Test,0
584621124_33441204093_150249,Control,1
522743288_46090726674_704274,Control,1
925700917_35024558293_374037,Control,1
41717205_82498655088_971453,Control,0
923436520_62650017529_260842,Control,1
830344875_68648479788_318215,Test,1
652053335_52434776749_381185,Test,1
784074900_99005053644_832764,Test,0
796789610_84881075865_628141,Control,0
325727795_53497458623_641812,Control,0
627141677_34098385746_111785,Control,0
25701617_95867954316_187176,Control,0
281012822_43360207089_226794,Control,0
619314830_59628633056_91584,Control,0
771983477_15596060599_684173,Control,1
955817301_51573715849_498925,Control,0
888551540_31982802630_724974,Control,0
443185266_37329588689_489380,Control,0
773195479_56700566799_215814,Control,0
831665292_78584139668_873254,Control,0
406463198_42531092533_637833,Control,0
114054589_88371105538_636147,Test,0
286229376_37327324178_16446,Test,0
952187761_84812749900_564376,Test,0
238910062_51406668909_89066,Test,0
68572833_51043072372_819181,Control,0
387670944_13588547114_737859,Control,0
710825132_70866482620_863106,Control,0
404330107_42722278961_957860,Control,1
361345913_18635500306_6765,Control,0
70672588_61962774505_249588,Control,0
721334716_98175951429_134789,Test,0
821324847_82722890232_832477,Test,1
637852185_83193642831_989569,Test,0
133701999_80948272696_281243,Test,1
170384315_11422528810_459628,Control,0
824506405_13402744212_513147,Control,1
49088225_19334127571_688712,Control,0
841723731_72597592342_192781,Control,0
751034474_73794045214_76064,Control,1
898348654_83580897119_718306,Control,0
990339761_42711923847_310998,Control,0
350910369_8568785338_785375,Control,0
416841165_65935078528_77736,Test,1
360624029_51064430073_445345,Test,0
157287625_20830569043_987156,Test,1
648444109_5923771544_906404,Test,0
333699028_47666941681_507902,Test,0
538562463_59322264792_99966,Control,0
423376203_91465667284_178800,Test,1
327301660_94621622810_719273,Control,1
93812124_73765096762_882543,Control,0
296755067_38963262814_127107,Control,0
834434962_55461389008_626569,Test,1
905413398_51287583689_926859,Control,0
411179910_86778767704_909360,Control,0
763993823_4582441715_921632,Test,1
836997549_35629467568_480207,Test,0
657429964_3230065629_805318,Control,0
998970391_63102372068_435775,Control,1
77400671_33051901397_119720,Control,1
886374666_23124048436_56307,Test,1
151416914_36108515088_692950,Test,0
647196007_38546113030_477122,Test,1
110509290_65780675794_198329,Control,0
815431344_75738356167_380903,Control,1
706407693_69125361211_553214,Control,0
846746953_84530700327_941696,Test,1
161398155_56337435745_292422,Control,0
146123445_940422763_775754,Control,1
352196011_71019668128_685629,Test,0
274703637_19448608046_85053,Test,0
967289287_25672841707_847224,Test,0
525926499_1984420228_576378,Control,1
156765102_11766386239_217314,Control,0
576772236_15425732435_649289,Control,1
867097431_21322441995_824469,Control,0
104712046_60126982288_337420,Control,0
449471539_7069283805_936918,Control,0
864152873_62453505253_362444,Test,1
136939229_77310639250_359581,Test,0
20852549_51936330724_90519,Control,1
108841867_14231764245_756209,Test,1
854309142_23342822060_469911,Control,0
478629064_4386180921_190439,Control,0
472963195_86610391669_20814,Control,0
860934934_51743031886_780892,Control,0
106230609_98155655442_299610,Control,1
246804494_6241943994_110249,Test,0
839348860_96334608380_644025,Test,1
254505926_78233568324_480951,Test,1
335229047_44359484455_720470,Test,0
151907438_58164378658_276144,Control,0
459481682_45814438011_281846,Test,1
67765077_19747284784_430283,Test,0
293738752_60095920703_983856,Test,0
314957663_11269459395_289949,Test,0
991608875_98494597087_134136,Test,0
276390661_92649553183_148137,Test,0
590140112_488466309_276562,Test,1
110744639_88438488554_163285,Test,1
301450591_8933908156_539438,Control,0
279366876_90208783816_468463,Control,0
391985508_10194275059_82623,Control,1
333324003_97452619504_763977,Control,0
776176822_8798454280_835406,Test,1
495699135_5766545750_351217,Test,0
630652563_97768941359_696114,Test,1
964218448_99591548779_400666,Test,0
121045920_96406106719_624512,Test,0
834246745_55974683975_226004,Test,0
488491808_57486211178_449567,Test,0
107939370_36328457454_3974,Test,0
782388924_30650559288_178621,Test,0
228566907_35674084056_356921,Test,0
465283622_79452071278_772225,Test,0
204556827_92340188092_533180,Test,0
485275417_45045980534_310004,Control,0
670809176_57271033517_10211,Control,1
354769197_48468902136_991272,Test,1
210191369_8059598120_465392,Control,1
429874109_33462606461_307381,Test,0
186281071_27625756119_506731,Test,0
440415615_43038258448_74290,Control,1
179732895_30270749251_612688,Control,0
368161489_40808791457_951390,Control,0
437327683_99081964070_982654,Control,1
466921307_98983243740_136628,Test,0
962374499_38810837860_736223,Control,1
210085787_32106794697_996182,Control,1
643305039_97276253807_53172,Control,0
489278004_68305554076_840329,Test,1
44447184_79470931271_88058,Test,0
906674212_81661878538_701307,Control,0
4899247_66298647812_471362,Control,1
131820363_66070782762_502419,Test,0
3747363_17823123682_597022,Control,1
817763526_90226419341_223648,Test,0
635009631_9983026060_588982,Test,1
260118596_35136348950_772947,Control,1
388634521_64056165784_257280,Control,1
651157311_74116067516_127837,Control,1
776232674_96113590337_732290,Control,1
28964644_13150420521_272988,Control,0
501146278_33008731354_393069,Test,1
226474816_22962333736_894056,Test,1
643342678_37632837662_281386,Control,1
208768157_49279610012_588539,Test,0
816972949_94032781962_814996,Control,1
295613653_72992810666_846084,Test,0
855899716_88945036226_900039,Test,1
525201599_11232930740_715867,Control,1
941252171_33981303502_311014,Test,1
143068009_96464001111_893588,Test,0
665583979_53034637804_581605,Test,0
32725974_65045148087_916261,Test,0
68921966_82232711829_430201,Test,0
560275383_61911128403_792509,Test,0
906441958_60321639516_899109,Control,1
935373746_1586384038_450824,Test,1
701788679_65908109027_437557,Test,1
864425681_82247073211_351547,Test,0
64348799_60785274101_95361,Test,1
252330_71292178545_262801,Test,1
921505510_8628714719_483504,Test,1
167429959_42847834343_474646,Test,0
129791688_72923251128_212680,Test,0
993586735_59472331261_119436,Test,0
426627313_42391777450_326760,Test,0
487324638_31882624569_656689,Control,1
74942568_58699269717_286157,Control,1
165805664_42143876789_933287,Control,0
104893454_90760084160_255538,Control,0
808050355_40668247137_513887,Control,0
175838639_24542618686_523559,Control,0
137641938_925825454_18080,Test,0
742897139_43295195748_256900,Test,0
412793498_45907992806_700612,Test,0
274501392_26785966499_60047,Control,1
298065015_29069677636_263695,Control,1
841382968_12997307037_286708,Control,1
163608319_71984612791_846117,Test,0
160703708_98899879272_101914,Test,0
649981765_59744738874_615220,Test,1
127184825_40450163644_254069,Control,0
551441440_42901229919_259903,Control,0
